Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Đỗ Huân,Nhà Đào Tạo Sành Sỏi,“Hãy đối mặt với sự thật rằng một nhà lãnh đạo muốn có các nhân viên tốt chỉ có hai sự lựa chọn: hoặc đi thuê hoặc phải đứng ra đào tạo nhân lực.”,Alphabooks,149000,508,126500,08/11/2016,NXB Lao Động Xã Hội,Hết hàng,650
Morgan Matson,Trẻ Măng Và Miễn Phí - Tập 2,"Nhưng một rắc rối cũng lớn dần. Càng thân thiết và hiểu rõ Frank, Emily không ngăn nổi tình cảm dành cho anh chàng nổi tiếng nhất trường này vượt khỏi “friendzone”. Nhưng Frank đã có bạn gái lâu năm và Hè này cô ấy không ở đây. Thừa nhận tình cảm với Frank đồng nghĩa với việc Emily trở thành “tiểu tam” đáng ghét, điều có thể khiến Emily không chỉ mất đi Frank mà còn bị cả nhóm bạn quay lưng. Thành thật với trái tim bất chấp hệ lụy hay trốn tránh nó để duy trì một mối quan hệ nửa vời? Tình thế của Emily hẳn sẽ tìm được sự đồng cảm từ những trái tim đang lớn đầy biến động phức tạp.",Báo Sinh Viên VN - Hoa Học trò,75000,210,63500,30/11/2016,NXB Báo Sinh Viên VN - Hoa Học Trò,Hết hàng,350
Diêm Chí Dương,Trùng Sư - Trùng Trùng Nguy Cơ,"Thanh ty như sợi tơ mảnh tẩm độc không thuốc giải, một mũi phóng đi không trượt ngã bao giờ. Tam thiên trượng uy vũ vô song, tốc độ mắt thường khó mà nhận biết. Mùi hương sai khiến được cả đám côn trùng ùn ùn xuất hiện, sức tấn công lấn át cả đội quân... Những bảo bối và bí thuật điều khiển trùng của các quân tử đứng đầu năm hệ phái Trùng sư Kim, Mộc, Thủy, Hỏa, Thổ đang trở thành mục tiêu chiếm hữu của nhiều thế lực quân sự trong thời buổi Dân quốc rối ren của Trung Quốc.",Nhã Nam,95000,320,80500,25/11/2016,NXB Văn Học,Hết hàng,500
Cheonseok Suh,Con Chúng Ta Không Sao Đâu,"“… Sẽ ra sao khi những người mẹ đôi khi quát mắng và đối xử nhẫn tâm với trẻ? Những đứa trẻ phát triển chậm, những đứa trẻ kén ăn, những đứa trẻ rụt rè, những đứa trẻ không thể hòa nhập với bạn bè… sẽ lớn lên như thế nào? Làm gì khi vợ chồng xung đột do khác biệt về quan điểm giáo dục con cái?... Con chúng ta không sao đâu sẽ giải đáp tận tình, chi tiết và xoa dịu những nỗi lo lắng, bất an mà cha mẹ nào cũng gặp phải trong việc nuôi dạy con cái, bởi tác giả cuốn sách",Quảng Văn,129000,488,109500,14/11/2016,NXB Phụ Nữ,Hết hàng,700
Ngô Thừa Ân,Tây Du Ký 1,Trong,Đinh Tị,120000,516,102000,01/12/2016,NXB Văn Học,Hết hàng,600
Ngô Thừa Ân,Tây Du Ký 2,Trong,Nhã Nam,120000,512,102000,01/12/2016,NXB Văn Học,Hết hàng,600
Ernest Van De Velde,Phương Pháp Hồng - Năm Thứ Nhất Với Đàn Piano (Tái Bản 2016) - Tặng Kèm CD,"Với thiết kế gáy xoắn, khổ ngang cùng nốt nhạc lớn, cuốn sách rất thuận tiện khi đặt trên giá nhạc để thị tấu.",Huy Hoàng,85000,124,72000,11/11/2016,NXB Dân Trí,Hết hàng,400
Ngô Thừa Ân,Tây Du Ký 3,"là đỉnh cao sáng tạo trong lịch sử phát triển về tiểu thuyết cổ điển của Trung Quốc). Chủ nghĩa lãng mạn tích cực là đặc sắc nghệ thuật chủ yếu của nó. Nó đã kế thừa và phát huy truyền thống tốt đẹp của thần thoại cổ đại Trung Quốc, đã thể hiện sức sáng tạo vĩ đại và sức tưởng tượng phong phú của dân tộc Trung Hoa. “Chủ nghĩa lãng mạn là cơ sở của thần thoại” (lời của M.Goocki)",Đinh Tị,120000,504,102000,01/12/2016,NXB Văn Học,Hết hàng,600
Fiona Watt,Ý Tưởng Sáng Tạo - Biến Hóa Cùng Len,"Từ những sản phẩm đơn giản như khăn, những chiếc túi nhỏ xinh…, dần dần em sẽ được tiếp cận với những sản phẩm mang độ khó cao hơn như gối tựa, mũ, túi xách to… để chau dồi và hoàn thiện các kỹ thuật đan cho mình. Thậm chí, khi đã thuần thục các kỹ thuật đan này rồi, em còn hoàn toàn có thể tự tạo được cho mình đường hướng để đan cả những sản phẩm rất khó đòi hỏi sự kết hợp của nhiều kỹ thuật cùng lúc như áo mà sách không đề cập đến.",Đinh Tị,99000,64,84000,01/12/2016,NXB Thanh Niên,Hết hàng,250
Tôn Thất Nguyễn Thiêm,Nhân Văn Và Kinh Tế - Tình Và Tiền Trong Quản Trị Kinh Doanh,+ Kinh tế mà làm cho con người mất tính người và cõi sống của con người ngày càng mất đi những cái đẹp ý vị thanh tao thì làm kinh tế rốt cuộc là để làm gì?!,NXB Trẻ,75000,268,63500,20/11/2016,NXB Trẻ,Hết hàng,400
Tư Mã Thiên,Sử Ký Liệt Truyện,của,Nhã Nam,160000,427,136000,07/11/2016,NXB Văn Học,Hết hàng,550
Nguyễn Quốc Hùng,Ielts Bài Thi Mẫu (Specimen Test Ielts),"Trong quá trình luyện thi, bạn cần tìm hiểu rõ yêu cầu của các loại hình bài tập có trong đề thi cũng như hướng giải quyết sao cho có quả, đồng thời cần phải biết bài thi của mình sẽ được đánh giá trên cơ sở nào.",MCBooks,75000,140,63500,30/12/2015,Nxb Đại học Quốc gia Hà Nội,Hết hàng,400
Đỗ Xuân Thảo,Giữa Đôi Bờ Thương Nhớ,"Và trong cái không khí bảng lảng ướp hương hoa cúc ấy, mình ngồi đọc những trang văn của “người cùng phòng” mà mình thường âu yếm gọi là: Bố Nam!",Thái Hà,83000,272,70500,15/11/2016,NXB Lao Động Xã Hội,Hết hàng,450
Kim Lân,Vợ Nhặt,"tên thật là Nguyễn Văn Tài (1921-2007), quê gốc: Thôn Phù Lưu, xã Tân Hồng, huyện Tiên Sơn, tỉnh Bắc Ninh. Đảng viên Đảng Cộng sản Việt Nam. Hội viên sáng lập Hội Nhà văn Việt Nam (1957). Nhà văn Kim Lân tham gia văn hóa Cứu quốc, trong kháng chiến chống Pháp công tác ở chiến khu Việt Bắc. Ông Từng là ủy viên Ban phụ trách Nhà xuất bản Văn học, trường bồi dưỡng những người viết trẻ, Tuần báo Văn nghệ, Nhà xuất bản Tác phẩm mới. Ông nhận Giải thưởng Nhà nước về Văn học Nghệ thuật năm 2000.",Minh Long,45000,232,38000,15/11/2016,NXB Văn Học,Hết hàng,350
Hiromi Shinya,Nhân Tố Enzyme - Phương Thức Sống Lành Mạnh,Cuốn sách,Thái Hà,79000,224,67000,06/12/2016,NXB Thế Giới,Hết hàng,350
Miles Kelly,Truyện Hay Kể Trong 5 Phút - Tập 2,Gấp cuốn sách,Huy Hoàng,135000,198,114500,25/11/2016,NXB Phụ Nữ,Hết hàng,400
Miles Kelly,Truyện Hay Kể Trong 5 Phút - Tập 1,Chàng,Huy Hoàng,135000,198,114500,25/11/2016,NXB Phụ Nữ,Hết hàng,400
Duy Khán,Tuổi Thơ Im Lặng,Với,NXB Kim Đồng,45000,227,38000,31/10/2014,NXB Kim Đồng,Hết hàng,330
Nomura Mizuki,Cô Gái Văn Chương Và Tuyển Tập Tình Yêu - Tập 1,"là một series light novel nổi tiếng của nữ tác giả Nomura Mizuki, một trong những hiện tượng light novel đuợc nhắc đến nhiều nhất tại Nhật Bản cũng như trên thế giới. Lượng tiêu thụ của bộ sách này lên tới vài triệu bản, những diễn đàn và cộng đồng mạng tại Nhật đánh giá nó như là một trong những series hay nhất từ trước đến giờ, đặc biệt là giải thưởng Kono Light Novel ga Sugoi! danh giá của Nhật đã xếp",Thái Hà,79000,398,67000,24/11/2016,NXB Văn Học,Hết hàng,550
Thanh Tú,Mình Sẽ Hạnh Phúc Giống Người Ta,"là tập hợp những câu chuyện mang đậm chất truyền cảm hứng đến từ bộ bốn tác giả Thắng - Cẩm Tú - Thanh Tú - Trần Duy Thành, những bạn trẻ nhiệt thành viết, say mê,  yêu thích văn học. Và dù có  học tập hay làm việc ở các lĩnh vực khác nhau, thì ở họ cũng chưa bao giờ ngừng nhịp với những con chữ. Bởi thế, tập truyện không chỉ là tâm tư và tình cảm của tác giả, mà còn là những hi vọng được thắp lên dành cho tất cả chúng ta; dù hạnh phúc đó chỉ là những điều giản đơn hay bé nhỏ mà chúng ta vẫn thường thấy ở đâu đó trong cuộc sống này. Ví như một nụ hôn lướt qua cũng mang tới cảm giác hạnh phúc, dù là khoảnh khắc bất chợt, thì cũng",Bách Việt,65000,224,55000,28/11/2016,NXB Dân Trí,Hết hàng,500
Thích Phước Tiến,Chuyển Hóa Nỗi Đau Phản Bội,"Chúng ta đã đi qua thời phong kiến, nên việc xã hội còn chuyện hôn nhân sắp đặt là rất hiếm. Và, từ đây, tôi tin rằng, nền tảng của hạnh phúc gia đình đa phần đều bắt nguồn từ tình yêu. Có thể, trong cộng đồng xã hội vẫn có những trường hợp hôn nhân không thật sự là do mong muốn từ hai phía mà còn vì nhiều lý do khác nữa, ví như để trả ơn hoặc có thể vì vật chất, nhưng số này không quá nhiều. Và, cho dù có vì bất kỳ lý do gì, thì cuối cùng, sau hôn nhân, họ cũng đã tạo nên một gia đình. Thế nhưng, tại sao trong thời gian gần đây, tỷ lệ ly hôn lại quá cao? Tính trung bình theo khảo sát mới đây, tại Việt Nam, trong ba cặp kết hôn sẽ có một cặp ly hôn. Có phải trường hợp nào cũng đáng để dẫn đến kết cục chia ly? Tôi hoàn toàn không cổ vũ cho chuyện những người phụ nữ bị bạo hành âm thầm chịu đựng. Tôi tin rằng, có những trường hợp, ly hôn là sự giải thoát cho ít nhất một phía, dẫu có thể gây đau khổ cho những đứa trẻ, nhưng sẽ tốt hơn việc cố giữ một gia đình không thể có hạnh phúc trọn vẹn thực sự, đúng nghĩa. Nhưng, tôi cũng biết rằng, có những trường hợp không đến mức phải tan vỡ, chỉ vì bản ngã của chúng ta lớn, chỉ vì chúng ta quá đề cao cái tôi của mình nên lãng quên luôn giá trị gia đình. Chẳng hạn, có những cặp vợ chồng ly hôn không vì điều gì to tát cả, thậm chí có khi chỉ là những chuyện rất nhỏ nhặt - nhỏ nhặt đến mức tôi nghĩ không đáng để tranh cãi chứ đừng nói là đưa nhau ra tòa. Có quá nhiều cặp chia tay nhau chỉ vì một lỗi lầm nào đó còn có thể sửa chữa nếu được tha thứ, nếu biết quay đầu. Nghĩa là, một trong hai phía trong gia đình không nghĩ đến khái niệm tha thứ, hoặc tệ hại hơn nữa, có những trường hợp đánh cược cuộc hôn nhân của mình chỉ vì một phút nóng giận… Điều đó có đáng hay không? Những gì tôi chia sẻ ở đây, không phải chỉ dành cho phật tử, kể cả những ai chưa có duyên học Phật cũng nên nhìn lại mình hằng ngày trong cuộc sống, ngẫm về giá trị thật của hạnh phúc, của gia đình. Chưa tan vỡ thì đừng để tan vỡ, nếu còn có thể thay đổi để dung hòa, để giữ gìn hạnh phúc. Vì, hạnh phúc gia đình không phải chỉ là hạnh phúc của riêng cá nhân một mình ta.",Limbooks,58000,220,49000,30/11/2016,NXB Hà Nội,Hết hàng,500
Du Phong,Nắm Tay Anh Rồi Bình Yên Sẽ Tới,"Dù đã đi qua những thương tổn thì chúng ta đều có quyền yêu và được yêu thêm lần nữa, nên không thể vì một lần từng đau mà cả đời chối bỏ những yêu thương. Nếu có thể, xin hãy cứ mở lòng để nắm lấy tay một người, biết đâu bình yên sẽ đến bên đời!",Người Trẻ Việt,70000,200,59500,30/11/2016,NXB Văn Học,Hết hàng,400
David Mitchell,Đồng Hồ Xương,,NXB Trẻ,235000,688,199500,24/11/2016,NXB Trẻ,Hết hàng,800
Đức Minh,"Thay Đổi Suy Nghĩ, Thay Đổi Cuộc Đời","Khi bạn nghĩ, tại sao không suy nghĩ những suy nghĩ vĩ đại và đạt được những thành công vĩ đại?",PandaBooks,80000,432,68000,30/11/2016,NXB Lao Động Xã Hội,Hết hàng,550
Hạnh Nguyên,Say,"Ở tập truyện mới này, không còn những thiếu niên trung học và các mối liên kết hình thức với cha mẹ - nhà trường – bè bạn, không còn có những cô cậu học trò bé bỏng cứ thinh lặng quan sát, ghi nhận, riết róng đối đáp bằng sự lì lợm chịu đựng khiến người lớn phải lạnh mình, tự vấn và tự trách. Đã xuất hiện những bóng dáng đàn ông bên cạnh các cô gái trưởng thành với tư cách “bạn tình”, dù trong một số trường hợp họ chẳng là bạn tình đúng nghĩa, họ không đến với nhau bằng tình yêu. Thế giới nhân vật của Nguyên trong",Phương Nam,115000,322,97500,04/12/2016,NXB Hội Nhà Văn,Hết hàng,450
Jean Rouaud,Chiến Trường Vinh Quang,"Chiến tranh thế giới thứ I không chỉ có đại bác và súng đạn, không chỉ có những “công cụ người”, “thiết bị người” mà còn có “chiến tranh hóa học”. Người ta tận dụng khí độc để tàn sát hàng loạt đồng loại, bất chấp sự đau đớn trên cơ thể người, sự tra tấn dai dẳng để lại cho tinh thần người. Bất chấp sự tàn nhẫn thô bạo giữa người với người chỉ để phục vụ cho mục tiêu chiến thắng, bởi Chiến tranh là tàn sát, Chiến tranh là phi nhân.",Tao Đàn,86000,204,73000,22/11/2016,NXB Văn Học,Hết hàng,450
Nguyễn Thị Thụy Vũ,Lao Vào Lửa,"là những câu chuyện về các cô gái điếm trá hình làm chiêu đãi viên trong các snack bar. Chỉ bằng câu chuyện của những cô gái bán bar, lấy Mỹ thôi nhưng đã hiện ra một góc nhỏ của đô thành Sài Gòn trước 1975, khi đông đảo lính Mỹ đang có mặt. Xuyên qua cuộc đời nổi trôi vô định của những người đàn bà buôn hương bán phấn, là nỗi cám cảnh của người đứng bên ngoài nhìn vào thế giới những kẻ đã “liều nhắm mắt đưa chân”. Dù đã chán chê ở tuổi ngấp nghé bốn mươi hay là cô nữ sinh chỉ mới bỏ học tập tọng vào nghề, trong họ vẫn ngập tràn nỗi liều lĩnh và sự chấp nhận chai đá, khi đã “lao vào lửa” vì những nguyên do khác nhau, từ những hoàn cảnh khác nhau.",Phương Nam,50000,82,42500,04/12/2016,NXB Hội Nhà Văn,Hết hàng,250
Nguyễn Thị Thụy Vũ,Nhang Tàn Thắp Khuya,,Phương Nam,135000,298,114500,04/12/2016,NXB Hội Nhà Văn,Hết hàng,498
Lời: Kim Hằng; Tranh: Ngọc Bernus & Shu Lily,Vui Chơi Cùng YuYu 05 - Món Quà Dành Cho YuYu,Tập sách tương tác nằm trong bộ,NXB Trẻ,15000,16,12500,20/11/2016,NXB Trẻ,Hết hàng,100
Lời: Kim Hằng; Tranh: Ngọc Bernus & Shu Lily,Vui Chơi Cùng YuYu 06 - YuYu Nuôi Cá Vàng,Tập sách tương tác nằm trong bộ,NXB Trẻ,15000,16,12500,20/11/2016,NXB Trẻ,Hết hàng,100
Nguyễn Thị Thụy Vũ,Thú Hoang,"mở đầu với không gian trong lành của một vùng quê có niềm vui, những trò nghịch ngợm của các cô cậu học trò lớp đệ Tứ A. Xuất thân từ gia cảnh bình thường, lớn lên trong một xã hội bị chiến tranh giằng xé, những Liễu, Đức, Kim, Oanh, Tín… không thể đứng ngoài thực tại. Trò đùa vui thời thơ ấu nhường chỗ cho toan tính đời thường, tình bạn thời thơ ấu cũng nhường chỗ cho",Phương Nam,129000,300,109500,04/12/2016,NXB Hội Nhà Văn,Hết hàng,500
Nhiều tác giả,Mặt Nạ Tử Thần Đỏ,,Đinh Tị,58000,240,49000,22/11/2016,NXB Thanh Niên,Hết hàng,350
Thích Nhất Hạnh,Thương Yêu Theo Phương Pháp Bụt Dạy,"Khi nói đến thương yêu, ta hay nghĩ rằng đối tượng thương yêu là một người khác. Từ nhỏ chúng ta cũng được dạy rằng phải yêu thương người khác, thậm chí đến quên mình, đó được ca ngợi là đức hy sinh. Nhưng Bụt dạy rằng đối tượng thương yêu đầu tiên phải là chính bản thân mình. Nếu không thương yêu được bản thân thì ta không thể thương yêu được bất cứ ai khác.",Phương Nam,109000,190,92500,22/12/2016,NXB Thế Giới,Hết hàng,360
Đậu Đỏ Tung Tăng,Sườn Heo Nấu Đậu,"“Anh là Sườn Heo, em là Đậu Đỏ. Hai đứa mình là một nồi canh hạnh phúc!",SkyBooks,86000,110,73000,26/11/2016,NXB Dân Trí,Hết hàng,310
Lữ Đắc Long,Hậu Trường Phim Ảnh,là sự kết hợp giữa,Phương Nam,120000,285,102000,04/12/2016,NXB Văn Hoá - Văn Nghệ,Hết hàng,500
